City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Manuk Mangkaw,PH,2021-04-23 17:46:18,4.8,119.85,82.62,74,76,5.84
382,Berlevag,NO,2021-04-23 17:46:18,70.8578,29.0864,35.6,69,20,6.91
383,Shimoda,JP,2021-04-23 17:46:18,34.6667,138.95,50.0,73,100,1.01
384,Anadyr,RU,2021-04-23 17:46:18,64.75,177.4833,8.6,85,0,6.71
385,Charlestown,AU,2021-04-23 17:46:19,-32.95,151.6667,54.0,87,34,4.03
386,Mocuba,MZ,2021-04-23 17:46:19,-16.8392,36.9856,68.34,95,16,3.76
387,Lata,PT,2021-04-23 17:46:19,40.1629,-8.3327,64.0,89,96,1.01
388,Rocha,UY,2021-04-23 17:44:26,-34.4833,-54.3333,75.2,61,5,10.71
389,Kitimat,CA,2021-04-23 17:46:19,54.0524,-128.6534,53.01,53,100,3.31
390,Sistranda,NO,2021-04-23 17:46:20,63.7256,8.834,37.4,75,40,21.85
391,Liverpool,GB,2021-04-23 17:43:57,53.4106,-2.9779,64.4,34,0,6.91
392,Rawah,IQ,2021-04-23 17:46:20,34.4816,41.9093,79.43,10,93,7.78
393,Nakama,JP,2021-04-23 17:46:20,33.8167,130.7,64.0,72,75,10.36
394,Nioro,GM,2021-04-23 17:46:21,13.35,-15.75,102.36,11,53,5.73
395,Burns Lake,CA,2021-04-23 17:46:21,54.2331,-125.7533,42.8,31,49,8.05
396,Port Perry,CA,2021-04-23 17:45:08,44.1068,-78.9444,55.0,40,1,17.27
397,Faya,SA,2021-04-23 17:46:21,18.3851,42.4509,66.2,55,40,4.61
398,Bloomingdale,US,2021-04-23 17:45:55,27.8936,-82.2404,84.99,54,75,8.05
399,Petropavlovsk-Kamchatskiy,RU,2021-04-23 17:44:48,53.0452,158.6483,33.8,100,20,2.24
400,Umm Kaddadah,SD,2021-04-23 17:46:22,13.6017,26.6876,89.55,11,69,12.12
401,Bilibino,RU,2021-04-23 17:46:22,68.0546,166.4372,11.84,93,100,5.84
402,Pierre,US,2021-04-23 17:46:22,44.3683,-100.351,35.6,100,90,16.11
403,Westport,US,2021-04-23 17:46:23,41.1415,-73.3579,57.0,28,1,14.97
404,Baker City,US,2021-04-23 17:46:23,44.7749,-117.8344,53.01,43,1,4.61
405,Kavaratti,IN,2021-04-23 17:46:23,10.5669,72.642,84.24,70,7,8.08
406,Sayat,TM,2021-04-23 17:46:23,38.7839,63.8803,68.0,24,0,9.22
407,Puerto Penasco,MX,2021-04-23 17:41:41,31.3167,-113.5333,68.0,60,1,14.97
408,Uribia,CO,2021-04-23 17:46:24,11.7139,-72.266,92.19,42,21,18.37
409,High Rock,BS,2021-04-23 17:46:24,26.6208,-78.2833,77.0,65,75,14.97
410,Mackay,AU,2021-04-23 17:46:24,-21.15,149.2,66.2,94,90,11.5
411,Kenai,US,2021-04-23 17:46:25,60.5544,-151.2583,42.8,56,1,5.75
412,Bonthe,SL,2021-04-23 17:46:25,7.5264,-12.505,82.58,75,100,5.53
413,Duldurga,RU,2021-04-23 17:46:25,50.6761,113.5931,30.92,31,93,3.4
414,Nandi,IN,2021-04-23 17:46:25,13.3855,77.6984,82.99,83,75,1.14
415,Cuauhtemoc,MX,2021-04-23 17:45:42,28.4167,-106.8667,63.0,11,0,11.01
416,Port Lincoln,AU,2021-04-23 17:46:26,-34.7333,135.8667,57.45,75,83,4.07
417,Birjand,IR,2021-04-23 17:46:26,32.8663,59.2211,73.4,9,0,9.22
418,Kemi,FI,2021-04-23 17:46:26,65.8596,24.8228,32.0,100,90,18.41
419,Itarema,BR,2021-04-23 17:46:27,-2.9248,-39.9167,83.95,69,28,12.26
420,Ribeirao Branco,BR,2021-04-23 17:46:27,-24.2208,-48.7656,72.72,42,2,4.21
421,Namwala,ZM,2021-04-23 17:46:27,-15.7504,26.4384,68.99,50,34,4.56
422,Harlingen,US,2021-04-23 17:43:51,26.1906,-97.6961,84.2,70,90,18.41
423,Dalbandin,PK,2021-04-23 17:46:27,28.8947,64.4101,81.45,9,0,5.01
424,Nipawin,CA,2021-04-23 17:45:08,53.3668,-104.0009,35.6,44,90,8.05
425,Port Charlotte,US,2021-04-23 17:46:28,26.9762,-82.0906,84.99,48,20,12.66
426,Ipixuna,BR,2021-04-23 17:46:28,-1.7625,-48.8043,86.0,70,40,11.5
427,Stromness,GB,2021-04-23 17:46:16,58.965,-3.296,48.2,61,20,5.75
428,Pathardi,IN,2021-04-23 17:46:28,19.1667,75.1833,85.98,26,88,13.22
429,Zandvoort,NL,2021-04-23 17:46:29,52.3749,4.5341,55.99,47,20,10.36
430,Rockport,US,2021-04-23 17:46:29,28.0206,-97.0544,77.0,94,90,10.36
431,Canela,BR,2021-04-23 17:46:29,-29.3656,-50.8156,82.0,44,27,1.01
432,Xining,CN,2021-04-23 17:43:20,36.6167,101.7667,50.0,83,100,3.65
433,Itapirapua,BR,2021-04-23 17:46:30,-15.8233,-50.6133,87.44,32,4,1.52
434,Iranshahr,IR,2021-04-23 17:46:30,27.2025,60.6848,93.2,10,20,3.53
435,Feltre,IT,2021-04-23 17:46:30,46.0235,11.907,64.4,26,0,6.91
436,Sabang,ID,2021-04-23 17:46:30,5.8933,95.3214,83.3,73,84,16.33
437,Nagato,JP,2021-04-23 17:46:31,34.3833,131.2,62.6,72,75,10.36
438,Kerema,PG,2021-04-23 17:46:31,-7.9631,145.7785,78.35,86,100,3.04
439,Zhigansk,RU,2021-04-23 17:46:31,66.7697,123.3711,5.94,93,67,8.72
440,Vangaindrano,MG,2021-04-23 17:46:31,-23.35,47.6,69.62,90,24,1.77
441,Salamiyah,SY,2021-04-23 17:46:32,35.0113,37.0532,71.46,24,23,8.41
442,Gigmoto,PH,2021-04-23 17:46:32,13.7796,124.39,77.59,86,66,2.93
443,Sabalgarh,IN,2021-04-23 17:46:32,26.25,77.4,84.52,22,57,8.95
444,Kamenka,RU,2021-04-23 17:44:25,51.3223,42.7678,46.99,88,67,6.64
445,Santa Rosa,PH,2021-04-23 17:46:33,14.3122,121.1114,82.4,65,20,6.91
446,Townsville,AU,2021-04-23 17:46:33,-19.25,146.8,69.8,94,90,9.22
447,Jiexiu,CN,2021-04-23 17:46:33,37.0244,111.9125,56.12,67,100,14.43
448,Nome,US,2021-04-23 17:44:23,64.5011,-165.4064,35.6,64,1,9.22
449,Lahaina,US,2021-04-23 17:46:34,20.8783,-156.6825,72.0,78,20,9.22
450,Dandong,CN,2021-04-23 17:46:34,40.1292,124.3947,53.92,76,100,2.42
451,Kopavogur,IS,2021-04-23 17:46:34,64.1123,-21.913,48.99,81,90,9.22
452,Porto Walter,BR,2021-04-23 17:46:34,-8.2686,-72.7439,91.0,49,18,3.78
453,Cockburn Town,TC,2021-04-23 17:46:35,21.4612,-71.1419,82.4,65,40,9.22
454,Harer,ET,2021-04-23 17:46:35,9.3094,42.1258,62.2,77,55,5.86
455,Qingdao,CN,2021-04-23 17:46:35,36.0986,120.3719,55.4,88,75,11.18
456,Bonavista,CA,2021-04-23 17:45:37,48.6499,-53.1147,46.4,46,51,17.27
457,Ketchikan,US,2021-04-23 17:46:36,55.3422,-131.6461,48.2,49,1,8.05
458,Suleja,NG,2021-04-23 17:46:36,9.1758,7.1808,96.8,38,20,9.22
459,Porto Santo,PT,2021-04-23 17:46:36,33.072,-16.3415,69.8,56,20,17.27
460,Vung Tau,VN,2021-04-23 17:46:36,10.346,107.0843,80.02,82,98,7.65
461,Samarai,PG,2021-04-23 17:46:37,-10.6167,150.6667,81.95,79,98,10.18
462,Bay Roberts,CA,2021-04-23 17:46:37,47.5999,-53.2648,50.0,58,56,5.01
463,Batagay,RU,2021-04-23 17:46:37,67.6333,134.6333,-6.59,98,81,0.51
464,Taybad,IR,2021-04-23 17:46:37,34.74,60.7756,67.1,13,10,9.24
465,Vila Franca Do Campo,PT,2021-04-23 17:46:38,37.7167,-25.4333,59.0,77,40,27.63
466,Samana,DO,2021-04-23 17:44:58,19.2056,-69.3369,89.6,62,20,9.22
467,Belaya Gora,RU,2021-04-23 17:46:38,68.5333,146.4167,-9.6,100,82,3.27
468,Buchanan,LR,2021-04-23 17:46:38,5.8808,-10.0467,83.17,79,100,8.7
469,Dukat,RU,2021-04-23 17:46:39,62.55,155.55,18.48,96,100,2.82
470,Olafsvik,IS,2021-04-23 17:46:39,64.8945,-23.7142,43.03,94,100,12.08
471,Harbin,CN,2021-04-23 17:46:39,45.75,126.65,50.0,81,40,8.95
472,Khovu-Aksy,RU,2021-04-23 17:46:40,51.1333,93.6,22.17,92,77,2.01
473,Pechenga,RU,2021-04-23 17:46:40,69.5259,31.1703,33.8,64,40,9.22
474,Saint Anthony,US,2021-04-23 17:46:40,45.0205,-93.218,51.01,57,90,11.5
475,Huarmey,PE,2021-04-23 17:46:40,-10.0681,-78.1522,72.84,74,10,11.79
476,Northam,GB,2021-04-23 17:45:50,51.0333,-4.2167,51.01,33,68,1.01
477,Chany,RU,2021-04-23 17:46:41,55.3121,76.7647,36.12,62,1,1.97
478,Stokmarknes,NO,2021-04-23 17:46:41,68.5646,14.9108,37.4,56,40,8.05
479,Kizukuri,JP,2021-04-23 17:46:41,40.8061,140.3861,45.07,70,10,1.88
480,Mackenzie,CA,2021-04-23 17:45:08,55.2999,-123.1698,39.2,45,20,3.44
481,Verkhnechusovskiye Gorodki,RU,2021-04-23 17:46:42,58.1671,57.1086,42.8,75,0,4.47
482,Rock Sound,BS,2021-04-23 17:46:42,24.9,-76.2,76.26,70,47,18.75
483,Proletariy,RU,2021-04-23 17:46:42,58.4342,31.7046,40.1,68,38,7.99
484,Acari,PE,2021-04-23 17:46:42,-15.4311,-74.6158,77.72,62,53,10.29
485,Mudon,MM,2021-04-23 17:46:43,16.2578,97.7164,81.55,78,70,6.04
486,Calbuco,CL,2021-04-23 17:46:43,-41.768,-73.1273,57.2,72,75,3.44
487,Carballo,ES,2021-04-23 17:46:43,43.213,-8.691,69.01,77,97,4.0
488,Katherine,AU,2021-04-23 17:46:43,-14.4667,132.2667,64.4,68,10,5.75
489,Vytegra,RU,2021-04-23 17:46:44,61.0064,36.4481,41.07,94,100,4.12
490,Yulara,AU,2021-04-23 17:44:31,-25.2406,130.9889,57.2,54,0,8.05
491,Kaeo,NZ,2021-04-23 17:46:44,-35.1,173.7833,59.0,96,23,5.99
492,Cotonou,BJ,2021-04-23 17:46:44,6.3654,2.4183,87.8,74,20,14.97
493,Puerto Escondido,MX,2021-04-23 17:46:45,15.85,-97.0667,87.8,70,20,5.75
494,Yashkino,RU,2021-04-23 17:46:45,55.8736,85.4265,33.8,40,0,4.47
495,Lubao,PH,2021-04-23 17:46:45,14.9167,120.55,78.8,83,75,2.3
496,Jacareacanga,BR,2021-04-23 17:46:46,-6.2222,-57.7528,80.6,83,75,3.85
497,Birao,CF,2021-04-23 17:46:46,10.2849,22.7882,93.65,16,53,1.41
498,Takoradi,GH,2021-04-23 17:46:46,4.8845,-1.7554,83.46,77,54,13.11
499,Sao Jose Da Coroa Grande,BR,2021-04-23 17:46:46,-8.8978,-35.1478,83.1,68,19,7.7
500,Orotukan,RU,2021-04-23 17:46:47,62.2667,151.7,14.4,96,100,3.98
501,Asfi,MA,2021-04-23 17:46:47,32.2994,-9.2372,66.42,70,97,9.37
502,Qasigiannguit,GL,2021-04-23 17:46:47,68.8193,-51.1922,41.0,48,20,16.11
503,Baghdad,IQ,2021-04-23 17:41:48,33.3406,44.4009,86.0,16,0,6.91
504,Calvinia,ZA,2021-04-23 17:46:48,-31.4707,19.776,68.74,34,0,5.19
505,Natal,BR,2021-04-23 17:42:00,-5.795,-35.2094,87.8,62,20,12.66
506,Tortoli,IT,2021-04-23 17:46:48,39.9256,9.6572,59.0,82,0,14.97
507,Ajdabiya,LY,2021-04-23 17:46:48,30.7554,20.2263,82.27,16,22,11.97
508,Nsanje,MW,2021-04-23 17:46:48,-16.92,35.262,71.64,71,53,2.15
509,Bad Salzungen,DE,2021-04-23 17:46:49,50.8167,10.2333,54.0,50,20,8.05
510,Hualmay,PE,2021-04-23 17:46:49,-11.0964,-77.6139,71.74,75,34,9.44
511,Beisfjord,NO,2021-04-23 17:46:49,68.3751,17.5988,37.4,60,75,12.66
512,Morki,RU,2021-04-23 17:46:49,56.4303,48.9947,46.6,83,91,6.24
513,Raudeberg,NO,2021-04-23 17:46:50,61.9875,5.1352,41.0,65,40,13.8
514,Pangkalanbuun,ID,2021-04-23 17:46:50,-2.6833,111.6167,74.57,92,66,0.81
515,Gambiran,ID,2021-04-23 17:46:50,-6.7988,111.4951,73.47,85,64,2.24
516,Sangar,RU,2021-04-23 17:46:51,63.9242,127.4739,13.46,97,99,1.99
517,Thakurgaon,BD,2021-04-23 17:46:51,26.0333,88.4667,80.71,19,0,3.56
518,Hervey Bay,AU,2021-04-23 17:46:51,-25.2986,152.8535,60.01,77,64,6.91
519,Medina Del Campo,ES,2021-04-23 17:46:51,41.3124,-4.9141,64.4,59,40,12.66
520,Creel,MX,2021-04-23 17:46:52,27.75,-107.6333,58.73,10,0,24.32
521,Tysmenytsya,UA,2021-04-23 17:46:52,48.9022,24.8448,44.6,61,75,6.71
522,Banjar,ID,2021-04-23 17:46:52,-8.19,114.9675,78.8,89,20,5.75
523,Kysyl-Syr,RU,2021-04-23 17:46:52,63.8986,122.7617,13.05,94,77,7.52
524,Chapleau,CA,2021-04-23 17:46:53,47.8405,-83.4034,62.6,22,1,10.36
525,Sabha,LY,2021-04-23 17:46:53,27.0377,14.4283,94.26,8,50,1.03
526,Zheleznodorozhnyy,RU,2021-04-23 17:46:53,55.7503,38.0042,46.4,93,40,2.24
527,Fairbanks,US,2021-04-23 17:43:50,64.8378,-147.7164,45.0,42,1,9.22
528,Praia Da Vitoria,PT,2021-04-23 17:46:54,38.7333,-27.0667,62.6,67,40,34.83
529,Aswan,EG,2021-04-23 17:46:54,24.0934,32.907,93.34,9,1,14.81
530,Norman Wells,CA,2021-04-23 17:46:54,65.282,-126.8329,23.0,63,20,4.61
531,Jeremoabo,BR,2021-04-23 17:46:54,-10.075,-38.4808,88.21,49,74,7.92
532,Paamiut,GL,2021-04-23 17:46:55,61.994,-49.6678,34.5,75,1,2.42
533,Imbituba,BR,2021-04-23 17:46:55,-28.24,-48.6703,75.2,69,75,8.05
534,Camalu,MX,2021-04-23 17:46:55,30.85,-116.0667,63.0,45,16,8.99
535,Olga,RU,2021-04-23 17:46:56,43.7444,135.2892,53.04,72,100,4.9
536,Pisco,PE,2021-04-23 17:46:56,-13.7,-76.2167,71.01,73,0,11.5
537,Yumen,CN,2021-04-23 17:46:56,40.2833,97.2,40.69,78,100,8.72
538,Zambezi,ZM,2021-04-23 17:46:57,-13.5432,23.1047,70.47,57,53,4.76
539,Matara,LK,2021-04-23 17:46:57,5.9485,80.5353,78.89,87,34,7.36
540,Sijunjung,ID,2021-04-23 17:46:57,-0.6876,100.9537,72.7,88,100,2.19
541,Krasnogvardeyskoye,RU,2021-04-23 17:46:57,45.8456,41.5186,55.31,63,58,4.21
542,Roma,US,2021-04-23 17:44:03,43.2128,-75.4557,54.0,30,1,18.41
543,Ilulissat,GL,2021-04-23 17:45:54,69.2167,-51.1,41.0,48,20,16.11
544,Ossora,RU,2021-04-23 17:46:58,59.2353,163.0719,29.62,93,97,4.16
545,Kushima,JP,2021-04-23 17:46:58,31.4583,131.2333,64.11,79,100,14.47
546,Navolato,MX,2021-04-23 17:43:44,24.7672,-107.6944,84.99,34,75,5.61
547,Porto Velho,BR,2021-04-23 17:46:58,-8.7619,-63.9039,84.2,74,40,5.75
548,Port Keats,AU,2021-04-23 17:46:59,-14.25,129.55,80.4,49,95,7.02
549,Komsomolskiy,UZ,2021-04-23 17:46:59,40.4272,71.7189,55.4,54,9,6.91
550,Maniitsoq,GL,2021-04-23 17:46:59,65.4167,-52.9,34.29,74,41,2.35
551,Solok,ID,2021-04-23 17:46:59,-0.7918,100.6593,75.2,94,20,2.3
552,Mandiana,GN,2021-04-23 17:47:00,10.6333,-8.6833,94.78,27,100,1.57
553,Orlovskiy,RU,2021-04-23 17:47:00,46.8714,42.0592,53.17,64,99,4.7
554,Iberia,US,2021-04-23 17:47:00,29.9502,-91.7507,75.2,73,90,18.41
555,Kruisfontein,ZA,2021-04-23 17:47:01,-34.0033,24.7314,71.01,70,1,1.99
556,Rosetta,EG,2021-04-23 17:47:01,31.4044,30.4164,64.4,72,40,9.22
557,Kununurra,AU,2021-04-23 17:44:48,-15.7667,128.7333,64.4,82,54,2.3
558,Serafimovich,RU,2021-04-23 17:47:01,49.5786,42.736,46.0,90,25,1.99
559,Chhuikhadan,IN,2021-04-23 17:47:01,21.5333,80.9833,87.85,17,48,4.36
560,Kodinsk,RU,2021-04-23 17:47:02,58.6881,99.1844,29.12,93,64,1.72
561,Mwense,ZM,2021-04-23 17:47:02,-10.3845,28.698,73.13,68,97,3.87
562,Tarko-Sale,RU,2021-04-23 17:47:03,64.9225,77.785,37.99,62,55,5.01
563,Riberalta,BO,2021-04-23 17:47:04,-10.9833,-66.1,82.4,83,75,9.22
564,Vila Velha,BR,2021-04-23 17:47:04,-20.3297,-40.2925,82.0,65,20,12.66
565,Aljezur,PT,2021-04-23 17:47:04,37.3191,-8.8033,64.29,80,100,11.05
566,Mucurapo,TT,2021-04-23 17:47:04,10.6667,-61.5333,89.6,51,75,16.11
567,Tual,ID,2021-04-23 17:47:05,-5.6667,132.75,84.02,74,86,14.29
568,Ust-Nera,RU,2021-04-23 17:47:05,64.5667,143.2,-4.16,97,94,1.43
569,Korla,CN,2021-04-23 17:47:05,41.7597,86.1469,45.12,69,3,11.83
570,Nara,JP,2021-04-23 17:43:14,34.6851,135.8049,61.0,65,100,3.15
571,Sovetskiy,RU,2021-04-23 17:47:05,61.3614,63.5842,39.99,95,100,4.72
572,Chepareria,KE,2021-04-23 17:47:06,1.3077,35.2039,61.92,90,90,1.25
